1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Ludwik jest rodzicem Jerzego.\n* Maksymilian jest rodzicem Ludwika.\nKim jest Jerzy dla Ludwika?\nWybierz poprawną odpowiedź:\n1. Jerzy jest dzieckiem Ludwika.\n2. Jerzy jest rodzicem Ludwika.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Barbara jest rodzicem Piotra.\n* Piotr jest rodzicem Zenona.\nKim jest Zenon dla Piotra?\nWybierz poprawną odpowiedź:\n1. Zenon jest rodzicem Piotra.\n2. Zenon jest dzieckiem Piotra.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Stefan jest rodzicem Józefa.\n* Franciszka jest rodzicem Stefana.\nKim jest Józef dla Stefana?\nWybierz poprawną odpowiedź:\n1. Józef jest rodzicem Stefana.\n2. Józef jest dzieckiem Stefana.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Wanda jest rodzicem Marcela.\n* Marcel jest rodzicem Kazimierza.\nKim jest Kazimierz dla Marcela?\nWybierz poprawną odpowiedź:\n1. Kazimierz jest rodzicem Marcela.\n2. Kazimierz jest dzieckiem Marcela.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Justyna jest rodzicem Olgi.\n* Anita jest rodzicem Justyny.\nKim jest Olga dla Justyny?\nWybierz poprawną odpowiedź:\n1. Olga jest rodzicem Justyny.\n2. Olga jest dzieckiem Justyny.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Miłosz jest rodzicem Marioli.\n* Eugenia jest rodzicem Miłosza.\nKim jest Mariola dla Miłosza?\nWybierz poprawną odpowiedź:\n1. Mariola jest dzieckiem Miłosza.\n2. Mariola jest rodzicem Miłosza.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Bolesław jest rodzicem Karoliny.\n* Karolina jest rodzicem Joanny.\nKim jest Joanna dla Karoliny?\nWybierz poprawną odpowiedź:\n1. Joanna jest dzieckiem Karoliny.\n2. Joanna jest rodzicem Karoliny.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Dominika jest rodzicem Mirosławy.\n* Sławomir jest rodzicem Dominiki.\nKim jest Mirosława dla Dominiki?\nWybierz poprawną odpowiedź:\n1. Mirosława jest rodzicem Dominiki.\n2. Mirosława jest dzieckiem Dominiki.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Antonina jest rodzicem Leszka.\n* Leszek jest rodzicem Alana.\nKim jest Alan dla Leszka?\nWybierz poprawną odpowiedź:\n1. Alan jest dzieckiem Leszka.\n2. Alan jest rodzicem Leszka.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Wiktoria jest rodzicem Marcina.\n* Natalia jest rodzicem Wiktorii.\nKim jest Marcin dla Wiktorii?\nWybierz poprawną odpowiedź:\n1. Marcin jest rodzicem Wiktorii.\n2. Marcin jest dzieckiem Wiktorii.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Cecylia jest rodzicem Elżbiety.\n* Elżbieta jest rodzicem Krystyny.\nKim jest Krystyna dla Elżbiety?\nWybierz poprawną odpowiedź:\n1. Krystyna jest rodzicem Elżbiety.\n2. Krystyna jest dzieckiem Elżbiety.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',2,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Lidia jest rodzicem Renaty.\n* Zbigniew jest rodzicem Lidii.\nKim jest Renata dla Lidii?\nWybierz poprawną odpowiedź:\n1. Renata jest rodzicem Lidii.\n2. Renata jest dzieckiem Lidii.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Norbert jest rodzicem Amelii.\n* Barbara jest rodzicem Norberta.\nKim jest Amelia dla Norberta?\nWybierz poprawną odpowiedź:\n1. Amelia jest dzieckiem Norberta.\n2. Amelia jest rodzicem Norberta.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Edyta jest rodzicem Leona.\n* Czesława jest rodzicem Edyty.\nKim jest Leon dla Edyty?\nWybierz poprawną odpowiedź:\n1. Leon jest dzieckiem Edyty.\n2. Leon jest rodzicem Edyty.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
1,'dzieckiem',1,'Biorąc pod uwagę poniższe relacje rodzinne:\n* Mikołaj jest rodzicem Bronisława.\n* Stanisław jest rodzicem Mikołaja.\nKim jest Bronisław dla Mikołaja?\nWybierz poprawną odpowiedź:\n1. Bronisław jest dzieckiem Mikołaja.\n2. Bronisław jest rodzicem Mikołaja.\nKoniecznie podaj wybrany numer odpowiedzi umieszczony pomiędzy tagami <ANSWER> i </ANSWER>, na przykład: <ANSWER>1</ANSWER>!'
